year,selling_price,km_driven,fuel,seller_type,owner,mileage,engine,max_power,torque,seats,transmission_Automatic,transmission_Manual
2018,450000,7.0,3,1,0,20.0,1199.0,84.0,114.0,5.0,False,True
2019,600000,1.0,3,1,0,20.0,999.0,72.0,96.0,7.0,False,True
2016,610000,23.0,1,1,0,24.0,1248.0,88.0,200.0,5.0,False,True
2017,690000,4.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2018,790000,3.0,3,1,0,17.0,1198.0,108.0,170.0,5.0,False,True
2014,254999,8.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
2016,500000,8.0,3,1,0,18.0,1199.0,88.0,110.0,5.0,False,True
2011,340000,21.0,1,1,2,13.0,2523.0,63.0,180.0,7.0,False,True
2007,245000,23.0,1,1,4,13.0,2523.0,63.0,180.0,7.0,False,True
2012,340000,25.0,1,1,4,17.0,1399.0,67.0,160.0,5.0,False,True
2008,221000,7.0,3,0,0,21.0,998.0,67.0,90.0,5.0,False,True
2017,270000,6.0,3,0,0,22.0,799.0,53.0,72.0,5.0,False,True
2014,455000,8.0,1,0,0,24.0,1120.0,71.0,180.0,5.0,False,True
2011,300000,15.0,3,0,0,17.0,1496.0,88.0,132.0,5.0,False,True
2014,480000,11.0,1,0,0,23.0,1364.0,67.0,170.0,5.0,False,True
2018,1000000,6.0,1,1,0,22.0,1582.0,126.0,259.0,5.0,True,False
2017,2600000,9.0,1,0,0,22.0,1995.0,190.0,400.0,5.0,True,False
2017,1850000,4.0,1,0,0,11.0,2755.0,171.0,360.0,7.0,True,False
2013,1000000,15.0,1,0,0,13.0,1995.0,148.0,320.0,5.0,True,False
2012,245000,21.0,1,0,0,23.0,1461.0,63.0,160.0,5.0,False,True
2019,625000,0.0,3,0,0,18.0,1197.0,82.0,114.0,5.0,True,False
2018,560000,3.0,3,0,0,18.0,999.0,75.0,95.0,5.0,False,True
2018,1475000,5.0,1,0,0,15.0,2179.0,152.0,360.0,7.0,False,True
2010,425000,17.0,1,0,0,21.0,1364.0,87.0,205.0,5.0,False,True
2014,550000,6.0,3,0,2,17.0,1197.0,103.0,175.0,5.0,True,False
2016,1475000,21.0,1,0,0,13.0,2393.0,147.0,343.0,7.0,False,True
2017,750000,10.0,1,0,0,19.0,1461.0,83.0,200.0,5.0,False,True
2016,570000,11.0,1,0,0,22.0,1396.0,88.0,219.0,5.0,False,True
2015,585000,7.0,3,0,0,21.0,1197.0,83.0,115.0,5.0,False,True
2016,600000,5.0,3,0,0,19.0,1199.0,88.0,110.0,5.0,True,False
2012,415000,19.0,1,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2016,530000,25.0,3,1,2,17.0,1197.0,81.0,114.0,5.0,False,True
2005,150000,3.0,3,1,0,13.0,1299.0,70.0,10.0,5.0,False,True
2017,310000,3.0,3,1,0,24.0,796.0,47.0,69.0,5.0,False,True
2014,500000,10.0,1,1,0,13.0,2499.0,72.0,171.0,9.0,False,True
2013,200000,12.0,1,1,2,25.0,936.0,57.0,150.0,5.0,False,True
2018,900000,7.0,1,1,0,21.0,1461.0,83.0,200.0,7.0,False,True
2000,75000,19.0,1,1,2,12.0,1489.0,35.0,72.0,5.0,False,True
2015,400000,10.0,3,1,0,20.0,1197.0,83.0,113.0,5.0,False,True
2015,650000,23.0,1,1,0,24.0,1498.0,98.0,200.0,7.0,False,True
2015,480000,18.0,1,0,0,28.0,1248.0,74.0,190.0,5.0,False,True
2009,140000,7.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2018,550000,1.0,3,1,0,22.0,1197.0,81.0,113.0,5.0,False,True
2017,380000,6.0,3,1,0,20.0,998.0,67.0,90.0,5.0,True,False
2016,440000,4.0,1,1,0,19.0,1405.0,69.0,135.0,5.0,False,True
2018,630000,3.0,3,1,0,21.0,1197.0,81.0,113.0,5.0,False,True
2017,250000,8.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2009,120000,3.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2012,287000,25.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2016,550000,9.0,3,1,0,21.0,1197.0,83.0,115.0,5.0,False,True
2016,950000,12.0,1,1,4,15.0,1997.0,120.0,280.0,7.0,False,True
2019,1630000,5.0,1,1,0,17.0,1956.0,138.0,350.0,5.0,False,True
2015,501000,16.0,1,1,2,25.0,1498.0,89.0,204.0,5.0,False,True
2014,550000,14.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2016,300000,5.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2015,300000,10.0,3,1,4,20.0,998.0,67.0,90.0,5.0,False,True
2012,280000,21.0,1,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2016,550000,3.0,3,1,0,18.0,1199.0,82.0,108.0,5.0,False,True
2012,700000,21.0,1,1,2,15.0,2179.0,140.0,330.0,7.0,False,True
2011,181000,14.0,3,1,0,15.0,1193.0,64.0,100.0,5.0,False,True
2009,365000,23.0,1,1,2,11.0,2179.0,120.0,290.0,8.0,True,False
2006,150000,2.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2017,400000,2.0,3,1,0,23.0,998.0,67.0,90.0,5.0,True,False
2010,210000,23.0,3,1,0,20.0,1197.0,78.0,111.0,5.0,False,True
2013,500000,18.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2017,2711000,1.0,1,0,0,13.0,1999.0,177.0,430.0,5.0,True,False
2017,550000,25.0,3,1,0,17.0,1193.0,88.0,140.0,5.0,False,True
2013,509999,31.0,1,1,0,20.0,1248.0,88.0,200.0,7.0,False,True
2013,459999,12.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2015,310000,3.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2018,775000,16.0,1,1,0,22.0,1248.0,74.0,190.0,5.0,False,True
2004,105000,20.0,3,1,4,19.0,796.0,46.0,62.0,5.0,False,True
2015,430000,20.0,1,1,2,25.0,1498.0,98.0,200.0,5.0,False,True
2013,360000,44.0,1,1,4,21.0,1396.0,88.0,219.0,5.0,False,True
2012,400000,12.0,1,1,4,20.0,1598.0,105.0,250.0,5.0,False,True
2014,600000,19.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2019,580000,7.0,3,1,0,17.0,1199.0,88.0,110.0,5.0,False,True
2012,140000,25.0,1,1,2,21.0,1461.0,65.0,160.0,5.0,False,True
2008,210000,21.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2017,550000,4.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2013,120000,23.0,3,1,2,18.0,1199.0,84.0,113.0,5.0,False,True
2013,400000,7.0,1,1,0,12.0,2494.0,100.0,200.0,7.0,False,True
2018,1035000,3.0,1,1,0,25.0,1498.0,98.0,200.0,5.0,False,True
2015,625000,19.0,1,1,0,26.0,1248.0,88.0,200.0,5.0,False,True
2008,200000,8.0,3,1,0,20.0,1197.0,78.0,111.0,5.0,False,True
2013,316000,29.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2017,813000,23.0,1,1,0,24.0,1248.0,88.0,200.0,5.0,False,True
2016,1575000,11.0,1,1,0,11.0,2755.0,171.0,360.0,7.0,True,False
2013,900000,15.0,1,1,0,12.0,2494.0,100.0,200.0,8.0,False,True
2015,650000,21.0,1,1,0,20.0,1248.0,88.0,200.0,7.0,False,True
2015,459999,6.0,1,1,2,25.0,1498.0,99.0,215.0,5.0,False,True
2012,290000,23.0,1,1,0,21.0,1461.0,84.0,200.0,5.0,False,True
2014,400000,6.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2016,565000,14.0,1,1,2,25.0,1248.0,74.0,190.0,5.0,False,True
2011,2150000,10.0,1,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2009,150000,16.0,3,1,2,18.0,995.0,62.0,90.0,5.0,False,True
2007,480000,23.0,1,1,1,16.0,1995.0,181.0,380.0,5.0,True,False
2007,70000,16.0,3,1,2,18.0,1061.0,64.0,84.0,5.0,False,True
2011,1190000,16.0,3,1,2,10.0,2497.0,204.0,245.0,5.0,True,False
2006,140000,21.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2018,900000,4.0,1,1,0,23.0,1498.0,98.0,205.0,5.0,False,True
2015,600000,8.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2015,1100000,11.0,1,1,0,15.0,2179.0,120.0,280.0,7.0,False,True
2010,120000,36.0,2,1,2,10.0,796.0,32.0,57.0,5.0,False,True
2009,120000,29.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2010,120000,36.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2009,229999,12.0,3,1,4,18.0,1197.0,80.0,11.0,5.0,False,True
2017,570000,3.0,3,1,0,17.0,1198.0,86.0,109.0,5.0,False,True
2014,575000,22.0,1,1,0,22.0,1582.0,126.0,259.0,5.0,False,True
2012,280000,16.0,1,1,4,20.0,1598.0,103.0,250.0,5.0,False,True
2015,580000,15.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2018,875000,7.0,1,1,2,25.0,1248.0,88.0,200.0,7.0,False,True
2013,500000,14.0,1,1,4,22.0,1582.0,126.0,259.0,5.0,False,True
2015,700000,12.0,1,1,0,26.0,1248.0,88.0,200.0,5.0,False,True
2016,388000,10.0,3,1,2,18.0,1196.0,86.0,112.0,5.0,False,True
2011,225000,16.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2011,90000,19.0,3,1,2,15.0,1193.0,64.0,100.0,5.0,False,True
2014,600000,24.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2009,235000,21.0,3,1,0,18.0,1197.0,80.0,11.0,5.0,False,True
2011,350000,21.0,1,1,2,23.0,1396.0,90.0,22.0,5.0,False,True
2011,235000,16.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2010,190000,7.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2011,325000,16.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2011,300000,25.0,1,1,4,20.0,1598.0,103.0,250.0,5.0,False,True
2017,550000,2.0,3,1,0,20.0,1199.0,84.0,114.0,5.0,False,True
2013,720000,31.0,1,1,2,15.0,2179.0,140.0,330.0,7.0,False,True
2011,110000,23.0,3,1,0,18.0,1198.0,75.0,104.0,5.0,False,True
2018,310000,2.0,3,1,0,24.0,796.0,47.0,69.0,5.0,False,True
2010,150000,14.0,2,1,2,26.0,998.0,58.0,77.0,5.0,False,True
2012,260000,9.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2002,55000,25.0,3,1,1,13.0,1495.0,94.0,12.0,5.0,False,True
2013,450000,23.0,1,1,4,22.0,1248.0,74.0,190.0,5.0,False,True
2009,199000,14.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2018,1000000,7.0,1,1,0,15.0,2523.0,75.0,200.0,7.0,False,True
2011,240000,15.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2018,350000,8.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2014,530000,25.0,1,1,4,15.0,2523.0,62.0,195.0,7.0,False,True
2011,150000,7.0,3,1,0,18.0,995.0,62.0,90.0,5.0,False,True
2019,625000,2.0,3,1,0,18.0,1197.0,81.0,117.0,5.0,False,True
2014,378000,16.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2015,210000,44.0,3,1,2,25.0,799.0,53.0,72.0,5.0,False,True
2018,700000,21.0,1,1,2,28.0,1248.0,74.0,190.0,5.0,False,True
2011,156000,23.0,3,1,2,17.0,1086.0,62.0,96.0,5.0,False,True
2016,700000,21.0,1,1,0,16.0,1493.0,70.0,195.0,7.0,False,True
2010,194000,122.0,3,1,2,18.0,1061.0,67.0,84.0,5.0,False,True
2006,120000,21.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2015,415000,9.0,3,1,0,15.0,1198.0,86.0,109.0,5.0,True,False
2015,450000,9.0,3,1,0,15.0,1198.0,86.0,109.0,5.0,True,False
2014,325000,8.0,3,1,4,19.0,1198.0,86.0,109.0,5.0,False,True
2014,525000,42.0,1,1,0,15.0,2523.0,62.0,195.0,9.0,False,True
2017,265000,21.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2008,100000,25.0,3,1,2,19.0,796.0,35.0,6.0,8.0,False,True
2015,400000,21.0,1,1,0,23.0,1248.0,88.0,200.0,5.0,False,True
2013,345000,8.0,1,1,0,21.0,1396.0,88.0,219.0,5.0,False,True
2018,850000,3.0,1,1,2,16.0,2498.0,105.0,247.0,6.0,False,True
2018,620000,3.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,True,False
2018,700000,2.0,3,1,2,21.0,1197.0,83.0,115.0,5.0,False,True
2012,200000,19.0,1,1,0,22.0,1248.0,74.0,190.0,5.0,False,True
2017,660000,16.0,1,1,0,16.0,1493.0,70.0,195.0,7.0,False,True
2015,1700000,8.0,1,1,0,13.0,2477.0,175.0,400.0,7.0,False,True
2009,90000,12.0,1,1,2,17.0,1396.0,52.0,85.0,5.0,False,True
2015,1050000,5.0,1,1,2,15.0,2179.0,140.0,330.0,7.0,False,True
2010,160000,19.0,3,1,2,15.0,1196.0,70.0,102.0,5.0,False,True
2006,150000,16.0,3,1,4,13.0,1799.0,130.0,172.0,5.0,False,True
2010,200000,7.0,3,1,0,19.0,998.0,67.0,90.0,5.0,False,True
2011,365000,39.0,1,1,2,21.0,1364.0,87.0,205.0,5.0,False,True
2009,140000,23.0,3,1,2,15.0,1172.0,67.0,96.0,5.0,False,True
2016,360000,21.0,1,1,0,20.0,1248.0,91.0,209.0,5.0,False,True
2008,200000,23.0,3,1,2,17.0,1497.0,78.0,12.0,5.0,False,True
2010,250000,21.0,1,1,2,17.0,1896.0,106.0,25.0,5.0,False,True
2008,229999,23.0,1,1,2,17.0,1896.0,106.0,25.0,5.0,False,True
2011,320000,27.0,1,1,2,17.0,1399.0,68.0,16.0,5.0,False,True
2003,85000,14.0,3,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2018,1200000,5.0,3,1,0,15.0,1591.0,121.0,151.0,5.0,False,True
2018,740000,1.0,3,1,0,21.0,1197.0,83.0,115.0,5.0,True,False
2019,570000,4.0,3,1,2,20.0,1197.0,81.0,113.0,5.0,True,False
2013,250000,21.0,1,1,0,23.0,1396.0,70.0,140.0,5.0,False,True
2017,430000,4.0,3,1,0,20.0,998.0,67.0,90.0,5.0,True,False
2014,225000,7.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2014,440000,14.0,1,1,2,22.0,1396.0,88.0,219.0,5.0,False,True
2016,800000,14.0,1,1,0,24.0,1248.0,88.0,200.0,5.0,False,True
2015,450000,11.0,1,1,0,24.0,1120.0,70.0,160.0,5.0,False,True
2013,420000,22.0,1,1,2,23.0,1248.0,74.0,190.0,5.0,False,True
2011,500000,25.0,1,0,0,12.0,2494.0,102.0,20.0,8.0,False,True
2016,350000,3.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2014,280000,21.0,1,1,0,14.0,2489.0,95.0,220.0,8.0,False,True
2013,425000,32.0,1,0,2,20.0,1461.0,83.0,200.0,5.0,False,True
2013,295000,17.0,3,0,0,20.0,1197.0,78.0,111.0,5.0,False,True
2016,540000,4.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,False,True
2017,754000,8.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2011,650000,18.0,1,0,2,12.0,2494.0,102.0,20.0,8.0,False,True
2011,550000,52.0,1,1,2,12.0,2494.0,102.0,20.0,7.0,False,True
2011,550000,52.0,1,1,2,12.0,2494.0,102.0,20.0,7.0,False,True
2019,675000,0.0,3,0,0,18.0,1196.0,86.0,112.0,5.0,False,True
2018,700000,7.0,1,0,0,23.0,1499.0,98.0,215.0,5.0,False,True
2018,795000,0.0,1,0,0,23.0,1499.0,98.0,215.0,5.0,False,True
2010,515000,42.0,1,1,0,12.0,2494.0,102.0,20.0,7.0,False,True
2018,450000,4.0,3,1,0,18.0,1198.0,82.0,115.0,6.0,False,True
2008,155000,12.0,3,1,4,15.0,1086.0,66.0,10.0,5.0,False,True
2011,350000,21.0,1,1,2,23.0,1364.0,67.0,170.0,5.0,False,True
2011,250000,16.0,1,0,0,20.0,1399.0,68.0,160.0,5.0,False,True
2011,450000,20.0,1,1,1,22.0,1582.0,126.0,259.0,5.0,False,True
2003,55599,7.0,3,1,0,16.0,796.0,37.0,59.0,4.0,False,True
2014,420000,10.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2012,315000,21.0,1,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2018,750000,8.0,1,1,0,25.0,1248.0,88.0,200.0,5.0,False,True
2020,450000,2.0,3,1,0,19.0,1198.0,67.0,104.0,5.0,False,True
2008,175000,12.0,1,1,2,17.0,1248.0,75.0,190.0,5.0,False,True
2019,650000,2.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,False,True
2018,1050000,2.0,1,1,0,25.0,1248.0,88.0,200.0,7.0,False,True
2011,375000,7.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2014,1100000,16.0,1,1,0,14.0,2199.0,194.0,420.0,7.0,False,True
2019,1550000,5.0,1,1,0,15.0,2179.0,152.0,360.0,7.0,False,True
2017,620000,7.0,1,1,0,24.0,1498.0,99.0,215.0,5.0,False,True
2017,1511000,6.0,1,1,0,16.0,1956.0,170.0,350.0,5.0,False,True
2003,135000,8.0,3,1,0,18.0,998.0,67.0,90.0,5.0,False,True
2019,320000,2.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2019,1650000,5.0,1,1,2,15.0,2179.0,152.0,360.0,7.0,True,False
2016,320000,10.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2012,400000,27.0,1,1,0,19.0,1248.0,73.0,190.0,5.0,False,True
2015,900000,21.0,1,1,2,16.0,2179.0,140.0,330.0,7.0,True,False
2018,310000,6.0,3,1,0,24.0,796.0,47.0,69.0,5.0,False,True
2018,595000,5.0,3,1,2,17.0,1198.0,108.0,170.0,5.0,False,True
2013,350000,14.0,3,1,0,13.0,1598.0,86.0,128.0,5.0,False,True
2013,275000,23.0,1,1,0,19.0,1405.0,70.0,135.0,5.0,False,True
2019,420000,2.0,3,1,0,15.0,1196.0,73.0,101.0,5.0,False,True
2008,250000,23.0,1,1,2,18.0,1493.0,110.0,24.0,5.0,False,True
2007,250000,21.0,1,1,2,17.0,1248.0,75.0,190.0,5.0,False,True
2016,525000,12.0,3,1,0,16.0,1197.0,82.0,114.0,5.0,True,False
2008,250000,23.0,1,1,4,10.0,2609.0,120.0,290.0,7.0,False,True
2007,90000,13.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2017,430000,2.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2017,630000,7.0,3,1,0,21.0,1197.0,83.0,115.0,5.0,False,True
2018,550000,4.0,3,1,0,20.0,1199.0,84.0,114.0,5.0,False,True
2019,630000,3.0,1,1,2,28.0,1248.0,74.0,190.0,5.0,False,True
2018,850000,4.0,1,1,0,18.0,2179.0,120.0,280.0,9.0,False,True
2011,455000,19.0,1,1,0,13.0,2523.0,63.0,180.0,7.0,False,True
2011,445000,19.0,1,1,0,13.0,2523.0,63.0,180.0,7.0,False,True
2013,370000,16.0,1,1,0,21.0,1396.0,88.0,219.0,5.0,False,True
2016,500000,10.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2005,95000,10.0,1,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2012,140000,39.0,1,1,2,19.0,1405.0,70.0,135.0,5.0,False,True
2019,550000,8.0,3,1,0,21.0,1197.0,81.0,113.0,5.0,False,True
2017,300000,6.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2011,150000,25.0,1,1,0,23.0,1396.0,69.0,140.0,5.0,False,True
2011,229999,105.0,3,1,2,18.0,998.0,67.0,90.0,5.0,False,True
2017,880000,9.0,1,1,0,15.0,2179.0,120.0,280.0,7.0,False,True
2011,900000,25.0,1,1,0,11.0,2982.0,171.0,343.0,7.0,False,True
2015,720000,16.0,1,1,0,15.0,2523.0,75.0,200.0,9.0,False,True
2016,550000,19.0,1,1,2,22.0,1396.0,88.0,219.0,5.0,False,True
2015,720000,19.0,1,1,0,15.0,2523.0,75.0,200.0,9.0,False,True
2006,70000,16.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2016,535000,14.0,1,1,0,25.0,1248.0,74.0,190.0,5.0,False,True
2015,320000,19.0,1,1,4,24.0,1120.0,71.0,180.0,5.0,False,True
2015,500000,19.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2014,525000,23.0,1,1,2,20.0,1248.0,88.0,200.0,7.0,False,True
2019,220000,19.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2018,350000,10.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2016,530000,12.0,1,1,0,18.0,1493.0,100.0,240.0,7.0,False,True
2013,215000,7.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2012,335000,21.0,1,1,0,20.0,1598.0,103.0,250.0,5.0,False,True
2015,320000,19.0,1,1,2,24.0,1120.0,71.0,180.0,5.0,False,True
2011,135000,25.0,1,1,2,20.0,1399.0,68.0,160.0,5.0,False,True
2009,175000,20.0,3,1,2,19.0,998.0,66.0,90.0,5.0,False,True
2017,800000,7.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2007,78000,8.0,3,1,2,15.0,1193.0,65.0,102.0,5.0,False,True
2014,565000,11.0,3,1,2,17.0,1497.0,117.0,145.0,5.0,False,True
2017,575000,10.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2014,170000,14.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2014,250999,6.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2015,950000,39.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2014,650000,12.0,3,1,0,17.0,1497.0,117.0,145.0,5.0,False,True
2013,550000,28.0,1,1,0,14.0,2179.0,138.0,320.0,7.0,False,True
2010,650000,33.0,1,1,0,12.0,2494.0,102.0,20.0,7.0,False,True
2013,800000,31.0,1,1,2,15.0,2179.0,140.0,330.0,7.0,False,True
2020,250999,6.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2013,170000,12.0,3,1,2,22.0,796.0,47.0,69.0,5.0,False,True
2013,250000,6.0,1,1,0,19.0,1396.0,69.0,135.0,5.0,False,True
2014,312000,16.0,3,1,0,13.0,1399.0,98.0,131.0,7.0,False,True
2014,250000,4.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2013,200000,16.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2016,670000,15.0,1,1,0,15.0,2523.0,75.0,200.0,7.0,False,True
2017,270000,10.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2012,360000,42.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2018,630000,9.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2018,400000,10.0,1,1,0,23.0,909.0,45.0,98.0,8.0,False,True
2019,1000000,3.0,3,1,0,19.0,1462.0,103.0,138.0,6.0,False,True
2017,650000,9.0,1,0,0,23.0,1248.0,88.0,200.0,5.0,False,True
2010,217000,25.0,1,1,0,21.0,1248.0,73.0,113.0,5.0,False,True
2012,280000,14.0,3,1,2,18.0,1197.0,85.0,114.0,5.0,False,True
2013,350000,19.0,3,1,0,14.0,1596.0,99.0,146.0,5.0,False,True
2017,1150000,8.0,1,1,2,16.0,2179.0,140.0,330.0,7.0,False,True
2016,420000,6.0,3,1,2,18.0,1197.0,82.0,114.0,5.0,False,True
2017,810000,16.0,3,1,0,20.0,1373.0,91.0,130.0,5.0,False,True
2011,290000,19.0,3,1,4,17.0,1197.0,80.0,11.0,5.0,False,True
2012,180000,12.0,3,1,0,18.0,1199.0,79.0,108.0,5.0,False,True
2010,160000,34.0,3,1,0,15.0,1196.0,73.0,101.0,5.0,False,True
2017,66000,14.0,3,1,4,23.0,624.0,37.0,51.0,4.0,False,True
2015,369000,4.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
2012,300000,16.0,1,1,2,13.0,2179.0,138.0,320.0,7.0,False,True
2008,350000,19.0,1,1,0,13.0,2523.0,63.0,180.0,7.0,False,True
2008,220000,25.0,3,1,2,19.0,1197.0,80.0,11.0,5.0,True,False
2005,160000,46.0,1,1,0,14.0,2499.0,80.0,19.0,10.0,False,True
2009,221000,21.0,1,1,2,17.0,1248.0,75.0,190.0,5.0,False,True
2017,400000,7.0,3,1,0,17.0,1193.0,88.0,140.0,5.0,False,True
2004,250000,25.0,3,1,2,13.0,2362.0,164.0,224.0,5.0,False,True
2011,390000,25.0,1,1,1,13.0,2523.0,63.0,180.0,7.0,False,True
2012,190000,23.0,3,1,0,15.0,1196.0,73.0,101.0,5.0,False,True
2017,300000,12.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2017,750000,5.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2016,650000,10.0,1,1,0,26.0,1248.0,74.0,190.0,5.0,False,True
2018,635000,8.0,3,1,0,17.0,1198.0,86.0,109.0,5.0,False,True
2013,520000,18.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2020,1500000,10.0,1,1,0,16.0,2179.0,140.0,320.0,7.0,False,True
2012,415000,16.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2019,700000,12.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2017,484999,5.0,3,1,2,21.0,1197.0,81.0,113.0,5.0,False,True
2007,120000,16.0,3,1,2,16.0,1388.0,68.0,16.0,5.0,False,True
2014,220000,12.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2014,320000,16.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2011,375000,19.0,1,1,2,22.0,1248.0,74.0,190.0,5.0,False,True
2012,440000,16.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2019,550000,3.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,True,False
2017,640000,7.0,1,1,2,25.0,1248.0,74.0,190.0,5.0,False,True
2014,420000,25.0,1,1,0,23.0,1364.0,67.0,170.0,5.0,False,True
2016,330000,13.0,1,1,4,24.0,1120.0,70.0,160.0,5.0,False,True
2019,800000,5.0,1,1,0,21.0,1498.0,108.0,250.0,5.0,False,True
2011,240000,13.0,3,1,0,18.0,998.0,67.0,90.0,5.0,False,True
2016,360000,21.0,1,1,2,25.0,1198.0,77.0,190.0,6.0,False,True
2017,750000,8.0,1,1,0,23.0,1582.0,126.0,259.0,5.0,False,True
2017,570000,3.0,3,1,2,18.0,1197.0,81.0,114.0,5.0,False,True
2015,450000,5.0,1,1,0,23.0,1364.0,67.0,170.0,5.0,False,True
2016,270000,17.0,3,1,4,18.0,1197.0,85.0,114.0,5.0,False,True
2012,459999,18.0,1,1,0,20.0,1248.0,88.0,200.0,7.0,False,True
2015,240000,16.0,3,1,2,23.0,998.0,67.0,90.0,5.0,False,True
2012,320000,23.0,1,1,4,19.0,1461.0,108.0,248.0,5.0,False,True
2011,149000,31.0,1,1,2,21.0,1248.0,88.0,200.0,5.0,False,True
2018,1500000,8.0,1,1,0,16.0,2179.0,140.0,320.0,7.0,False,True
2011,180000,14.0,3,1,0,16.0,1495.0,93.0,124.0,5.0,False,True
2012,185000,14.0,2,1,2,13.0,1086.0,62.0,96.0,5.0,False,True
